       3       4            100.0000
       4       4            100.0000
       7       4            100.0000
       8       4            100.0000
      11       4            100.0000
      12       4            100.0000
      15       4            100.0000
      16       4            100.0000
      19       4            100.0000
      20       4            100.0000
      23       4            100.0000
      24       4            100.0000
      27       4            100.0000
      28       4            100.0000
      31       4            100.0000
      32       4            100.0000
      35       4            100.0000
      36       4            100.0000
      39       4            100.0000
      40       4            100.0000
