     265       5          -1000.0000
     301       5          -1000.0000
     337       5          -1000.0000
     373       5          -1000.0000
     409       5          -1000.0000
     445       5          -1000.0000
     481       5          -1000.0000
     517       5          -1000.0000
     553       5          -1000.0000
     589       5          -1000.0000
     625       5          -1000.0000
     661       5          -1000.0000
     697       2          -1000.0000
     698       2          -1000.0000
     769       2          -1000.0000
     770       2          -1000.0000
     841       2          -1000.0000
     842       2          -1000.0000
     913       2          -1000.0000
     914       2          -1000.0000
     985       2          -1000.0000
     986       2          -1000.0000
    1057       2          -1000.0000
    1058       2          -1000.0000
    1129       2          -1000.0000
    1130       2          -1000.0000
    1201       2          -1000.0000
    1202       2          -1000.0000
    1273       2          -1000.0000
    1274       2          -1000.0000
    1345       2          -1000.0000
    1346       2          -1000.0000
    1417       2          -1000.0000
    1418       2          -1000.0000
    1489       2          -1000.0000
    1490       2          -1000.0000
    1561       2          -1000.0000
    1562       2          -1000.0000
    1633       2          -1000.0000
    1634       2          -1000.0000
    1705       2          -1000.0000
    1706       2          -1000.0000
    1777       2          -1000.0000
    1778       2          -1000.0000
    1849       2          -1000.0000
    1850       2          -1000.0000
    1921       2          -1000.0000
    1922       2          -1000.0000
    1993       2          -1000.0000
    1994       2          -1000.0000
    2065       2          -1000.0000
    2066       2          -1000.0000
    2137       2          -1000.0000
    2138       2          -1000.0000
    2209       2          -1000.0000
    2210       2          -1000.0000
    2281       2          -1000.0000
    2282       2          -1000.0000
    2353       2          -1000.0000
    2354       2          -1000.0000
    2425       2          -1000.0000
    2426       2          -1000.0000
    2497       2          -1000.0000
    2498       2          -1000.0000
    2569       2          -1000.0000
    2570       2          -1000.0000
